Event,Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Probability
E308,7.41,9.51,7.9,0.36,9.81,0.2,3.92,6.17,8.49,0.00011814
E309,9.9,3.51,0.76,6.33,6.48,6.25,1.69,6.38,7.98,0.00010096
E310,8.79,6.8,6.34,5.34,4.24,8.39,5.7,3.8,9.03,4.845e-05
E311,7.36,4.29,9.91,6.77,4.43,5.09,9.21,0.4,1.4,0.00012649
E312,6.28,0.92,8.2,3.64,8.63,9.86,4.02,8.66,6.75,0.00024213
E313,7.48,5.19,2.68,4.13,3.09,6.63,9.94,9.57,6.0,0.00028915
E314,6.32,7.2,8.07,9.28,4.95,6.57,8.89,1.93,8.96,6.015e-05
E315,1.03,4.79,9.69,9.28,7.8,6.86,1.37,3.09,2.19,0.00018666
E316,5.03,3.58,6.11,6.2,6.17,5.45,1.1,6.11,1.38,6.03e-06
E317,0.28,5.32,5.09,3.36,2.36,5.6,7.56,5.37,8.86,0.00037099
E318,9.61,5.64,7.43,3.48,5.48,9.02,0.74,9.37,0.64,1.219e-05
E319,6.06,6.99,8.78,5.77,1.72,3.13,7.73,8.56,7.82,0.00033109
E320,2.01,7.22,7.29,9.25,6.44,2.12,0.98,4.48,9.87,4.097e-05
E321,6.8,1.68,9.3,1.85,8.66,7.06,5.77,1.35,0.09,2.89e-05
E322,9.05,5.14,9.16,3.86,7.68,7.19,5.52,4.81,7.13,5.242e-05
E323,7.21,5.18,9.2,5.21,1.15,8.32,1.1,6.54,9.77,0.00015045
E324,9.24,7.0,6.98,0.61,7.69,9.1,2.93,6.43,2.41,6.658e-05
E325,1.76,1.45,4.89,9.09,7.0,9.59,6.47,2.57,6.47,0.00011847
E326,2.06,6.52,6.89,5.6,1.87,1.16,3.61,6.69,0.87,0.00025
E327,0.16,9.04,4.14,9.0,7.41,7.81,9.9,5.44,7.9,8.579e-05
E328,1.18,7.69,5.23,4.52,0.06,1.27,3.5,7.92,2.75,0.0001744
E329,0.64,2.91,6.02,0.25,7.26,0.78,6.12,7.54,8.61,0.00031204
E330,1.19,8.69,4.76,1.63,4.87,2.33,1.66,5.26,0.3,0.00015924
E331,8.49,2.25,3.31,0.79,5.19,1.12,5.66,5.46,8.27,0.00019956
E332,0.2,8.53,7.16,9.36,2.05,2.38,4.57,7.27,8.23,0.00038481
E333,4.72,0.16,1.76,8.03,0.71,7.51,5.7,7.9,5.28,0.00035186
E334,5.07,3.57,8.15,7.13,8.76,2.8,4.04,1.6,6.69,6.319e-05
E335,2.58,0.79,9.48,3.91,2.48,5.38,6.0,8.02,9.47,0.00024936
E336,6.71,6.0,2.23,4.28,9.56,3.29,1.54,6.08,2.96,0.00020933
E337,0.02,2.14,5.62,0.76,9.94,5.25,6.37,7.86,1.76,0.0003009
E338,1.35,0.69,2.67,9.71,1.54,7.93,4.73,0.07,8.47,0.00036762
E339,4.62,4.17,6.38,8.71,4.07,2.55,0.65,0.48,9.94,0.00012432
E340,6.65,2.81,6.61,0.03,8.36,9.05,7.7,1.31,0.18,0.00037885
E341,6.88,4.22,8.14,7.7,4.26,6.85,2.3,3.86,7.38,0.00037187
E342,5.1,5.84,2.63,7.77,3.8,1.62,2.13,9.61,9.16,7.801e-05
E343,4.35,3.93,6.71,9.12,6.72,8.67,6.31,4.24,4.19,5.672e-05
E344,9.76,1.09,8.05,6.79,8.29,7.6,0.51,5.96,3.18,0.00017401
E345,9.72,7.29,1.34,1.41,7.42,1.31,3.21,0.57,5.56,0.00023494
E346,3.74,1.2,7.79,6.22,2.92,0.77,4.36,8.76,7.01,5.361e-05
E347,1.69,5.77,7.67,5.91,0.52,4.16,0.37,1.82,9.29,0.00019232
E348,1.13,6.95,9.18,5.22,6.79,3.43,0.03,9.5,1.79,0.0001201
E349,3.92,9.26,5.23,3.69,9.53,9.14,4.29,5.06,8.8,0.00024244
E350,8.64,9.3,6.67,3.58,4.81,4.48,2.48,4.76,7.33,9.251e-05
E351,6.23,6.93,8.93,5.79,1.72,1.57,3.04,8.23,1.07,8.007e-05
E352,5.95,3.18,5.69,4.22,0.5,3.02,5.47,7.18,0.71,0.00032249
E353,6.62,0.86,4.16,9.15,0.1,7.65,4.49,9.61,0.27,0.00036369
E354,4.2,9.56,6.32,7.48,5.99,5.02,2.47,0.92,6.59,0.00029774
E355,3.86,6.01,5.79,5.1,6.05,5.83,9.09,3.64,9.41,6.183e-05
E356,7.12,9.96,8.98,5.69,3.76,6.46,8.68,2.58,1.26,7.023e-05
E357,8.02,6.49,0.69,9.78,2.78,8.42,1.52,5.09,2.32,3.138e-05
E358,6.12,0.25,7.88,9.23,3.77,9.71,8.18,9.86,4.72,0.00012813
E359,8.52,5.36,6.76,3.12,5.81,0.67,7.63,2.0,0.04,0.00028981
E360,7.39,3.84,7.54,9.57,2.93,3.07,5.94,6.47,3.44,0.00017551
E361,9.0,9.65,2.95,1.7,4.59,9.95,1.56,4.04,8.48,0.00027657
E362,1.85,7.66,3.91,9.64,6.48,0.58,0.58,9.62,0.8,0.00010993
E363,8.8,2.99,5.87,6.31,7.51,7.68,5.16,2.79,3.43,9.791e-05
E364,4.39,1.21,3.14,2.9,7.67,2.98,0.88,4.43,2.8,0.00028386
E365,9.61,3.81,9.49,7.39,9.3,8.08,4.27,3.11,3.27,0.00035208
E366,3.21,0.58,9.95,9.51,0.25,1.29,4.54,7.21,8.39,0.0002912
E367,1.27,0.11,0.13,4.88,9.71,4.72,9.72,5.27,2.91,0.00013434
E368,3.97,6.12,2.15,6.23,6.88,2.48,8.31,1.43,5.7,0.00018477
E369,8.96,5.2,8.09,4.55,9.54,4.83,2.19,4.03,5.5,0.00017097
E370,8.57,2.29,0.55,3.36,4.6,1.75,5.73,5.26,4.97,0.00014226
E371,0.02,0.09,5.75,0.56,4.9,0.28,8.98,1.31,6.78,0.0001437
E372,2.47,3.04,9.59,0.17,2.63,2.82,4.19,0.74,2.83,0.00030364
E373,7.86,4.91,8.06,1.53,2.08,7.01,3.3,7.05,8.44,1.754e-05
E374,8.64,0.73,9.54,4.9,4.42,7.97,5.76,5.15,6.47,9.318e-05
E375,7.93,9.19,9.16,0.25,5.68,2.13,0.43,1.04,8.46,7.257e-05
E376,8.54,7.69,5.73,9.74,2.3,2.81,0.97,3.63,9.72,0.00033206
E377,6.59,5.73,8.03,8.56,1.58,6.66,4.82,3.85,2.37,0.00019352
E378,4.18,4.13,1.01,0.54,3.26,0.11,7.83,3.13,8.92,0.00034036
E379,3.96,6.16,7.42,0.52,6.92,6.81,1.86,5.49,4.62,0.00010697
E380,1.45,4.21,6.8,1.25,9.78,7.45,0.79,6.17,4.64,0.00012473
E381,7.33,4.59,1.32,1.93,5.65,1.08,3.86,8.26,9.73,0.00031413
E382,2.07,2.14,9.22,9.32,6.1,3.74,1.91,0.87,6.08,0.00030345
E383,3.82,2.45,4.87,6.73,0.62,1.1,5.7,0.34,1.09,1.033e-05
E384,4.41,9.84,9.59,2.25,9.65,1.3,3.3,0.24,9.58,0.00014727
E385,6.34,0.47,0.37,9.55,6.44,0.83,6.9,5.0,7.21,1.119e-05
E386,9.95,9.14,0.91,3.98,8.39,3.84,5.94,8.0,2.87,0.0002226
E387,0.62,5.31,3.18,3.36,9.6,5.97,7.69,8.97,5.61,0.00033117
E388,1.43,9.2,8.71,8.01,1.77,0.67,7.85,5.18,0.69,0.00010661
E389,0.56,5.83,8.46,8.64,9.77,6.01,3.72,3.47,9.27,0.00030272
E390,9.71,0.41,4.65,3.69,6.96,8.21,4.78,7.86,8.81,0.00013994
E391,3.34,3.43,7.66,6.78,0.96,5.57,6.34,6.16,3.96,0.00030638
E392,9.8,6.22,9.18,6.28,5.04,5.73,4.79,4.84,1.3,0.00034689
E393,8.42,6.69,0.84,7.0,4.34,8.42,9.98,4.91,7.17,0.00020828
E394,5.52,8.7,3.37,8.39,3.18,0.68,4.03,8.63,3.15,0.00025649
E395,0.58,6.62,6.51,0.36,1.94,4.16,5.89,7.87,8.31,0.00033363
E396,8.14,2.01,5.2,2.84,2.51,3.8,2.81,7.11,0.75,0.00018163
E397,8.25,1.54,7.03,7.2,0.73,2.99,2.33,0.22,5.12,0.00015234
E398,7.67,3.35,9.89,8.58,3.7,7.09,6.67,0.78,5.53,0.00033178
E399,3.45,6.26,5.27,3.57,6.41,0.42,8.66,5.99,4.36,1.687e-05
E400,0.79,6.76,1.34,1.4,6.86,1.31,9.16,2.95,8.77,0.00011678
E401,9.9,5.2,4.13,1.65,0.34,2.37,7.25,9.15,9.83,0.00016962
E402,0.83,0.63,5.13,6.36,6.82,1.77,5.75,8.08,0.03,0.00035266
E403,1.51,2.21,9.32,7.71,3.11,3.66,8.24,0.39,4.3,0.00019293
E404,4.34,9.26,9.28,7.76,0.33,6.48,3.21,9.19,7.88,0.0001476
E405,1.25,6.26,8.74,9.92,6.4,1.72,5.29,1.23,3.55,0.0002631
E406,2.93,3.46,6.99,7.75,5.24,9.47,8.42,4.65,2.95,0.00039026
E407,7.18,1.87,7.87,9.48,6.35,8.35,0.74,9.59,2.27,0.00017123
E408,8.92,8.18,1.23,2.93,1.61,6.59,7.78,7.93,3.15,8.662e-05
E409,6.51,6.22,6.12,8.28,3.19,9.17,3.66,8.35,2.15,0.00019543
E410,2.29,4.77,3.04,4.35,7.02,0.35,4.09,0.59,2.08,0.00014176
E411,9.02,1.57,8.2,6.41,3.88,5.23,4.38,1.38,3.88,0.00024467
E412,3.94,2.91,9.63,6.28,3.37,1.14,7.83,2.56,2.37,2.1e-07
E413,2.06,0.15,5.69,8.28,2.48,1.29,2.01,4.45,5.81,0.00027092
E414,8.24,9.77,3.06,1.34,0.08,2.15,1.71,0.37,8.13,0.00018632
E415,1.37,8.68,7.04,7.95,6.62,4.47,3.1,3.51,8.9,0.0001221
E416,0.97,2.19,4.37,8.36,3.25,0.83,9.05,6.15,4.4,0.00023229
E417,0.28,9.87,5.82,5.02,6.3,4.66,3.22,7.29,1.79,0.00033281
E418,1.84,3.2,6.67,6.12,9.47,5.43,3.0,1.39,0.93,0.00034211
E419,4.06,6.9,1.11,0.57,5.12,9.97,8.16,5.67,7.04,5.557e-05
E420,7.74,1.92,2.79,7.87,0.69,7.65,2.62,6.84,1.72,0.00025667
E421,0.99,1.94,8.62,6.28,9.47,3.11,9.82,8.47,5.17,6.707e-05
E422,1.77,5.85,2.55,8.49,5.61,7.02,6.68,5.06,5.35,0.00019656
E423,3.78,7.82,6.1,3.11,8.66,7.61,4.15,9.75,0.11,0.00026703
E424,9.98,0.63,2.5,6.02,2.58,4.61,9.28,7.33,5.56,9.368e-05
E425,9.85,8.27,9.53,2.03,2.83,7.19,3.37,2.63,4.69,8.462e-05
E426,6.17,5.37,8.88,7.05,2.27,0.87,2.55,4.53,6.94,0.00033354
E427,3.48,7.3,7.42,5.75,7.49,3.77,5.44,3.94,6.19,0.00015661
E428,9.47,3.73,3.46,3.53,9.09,5.81,2.17,9.21,8.4,7.612e-05
E429,9.89,3.04,1.93,1.74,5.1,6.44,7.54,6.89,2.0,5.004e-05
E430,6.71,2.38,9.49,0.69,3.25,0.06,9.67,7.95,0.27,0.0002706
E431,1.91,9.58,8.16,0.76,7.31,7.96,2.28,1.71,7.45,0.00024703
E432,5.7,1.35,9.83,4.89,9.67,1.81,6.32,3.92,4.88,0.00014955
E433,9.23,4.44,9.39,9.14,9.46,8.71,8.95,4.38,2.84,1.184e-05
E434,5.28,8.5,0.5,1.38,4.89,8.43,4.85,9.82,8.37,0.00014689
E435,6.46,7.78,4.39,5.08,5.32,0.97,2.76,9.51,8.15,7.652e-05
E436,3.07,0.44,5.91,4.45,5.05,0.26,9.17,6.76,2.48,0.00037424
E437,1.45,5.32,5.78,2.83,4.85,1.35,3.93,5.14,9.98,0.00023785
E438,0.17,8.3,2.6,5.44,9.08,8.82,3.08,4.08,7.64,0.00030241
E439,5.68,2.57,9.2,6.97,5.5,2.38,9.05,0.28,3.27,0.00012195
E440,3.51,3.88,7.79,7.66,5.79,9.8,1.31,4.58,2.38,5.44e-05
E441,4.74,4.2,1.25,8.82,9.2,4.8,6.88,0.6,1.78,0.00020434
E442,5.25,7.45,8.78,0.65,8.83,3.3,9.07,7.71,5.49,0.00036857
E443,1.35,6.65,3.31,9.53,7.78,6.14,4.38,0.79,2.48,0.00039181
E444,3.99,0.31,2.79,2.11,1.14,0.8,6.33,3.05,3.41,8.554e-05
E445,3.35,3.57,2.25,4.46,2.96,5.49,4.51,9.52,2.72,0.0001987
E446,2.34,2.23,6.72,4.94,0.71,5.12,7.17,4.81,0.42,0.00020738
E447,2.97,2.22,9.43,5.26,7.84,9.99,0.73,8.17,6.66,0.00038871
E448,2.09,4.61,3.42,5.27,9.01,9.46,3.58,3.91,8.6,0.00016071
E449,7.02,4.82,9.32,6.65,6.7,8.7,0.31,5.87,5.15,1.002e-05
E450,6.32,2.4,7.79,2.19,1.22,5.04,2.38,2.38,5.99,0.00025864
E451,3.69,6.46,7.17,0.83,6.34,0.07,5.55,8.08,3.43,7.6e-06
E452,6.76,5.74,8.22,3.26,2.73,6.57,5.61,5.87,7.32,0.00026187
E453,1.57,4.69,3.77,8.3,3.3,8.1,3.1,8.53,2.48,0.00017367
E454,2.15,8.52,9.38,1.92,3.0,9.43,2.47,4.84,1.73,1.281e-05
E455,7.25,5.77,0.04,1.87,7.0,0.28,0.2,5.35,8.51,0.00024433
E456,7.04,6.44,9.69,8.36,6.1,2.7,5.82,8.37,5.07,7.928e-05
E457,7.23,7.71,0.19,6.95,5.02,5.38,0.82,3.69,2.1,8.613e-05
E458,5.39,9.03,2.64,1.43,0.91,8.04,8.91,1.11,3.57,0.00025846
E459,4.4,3.05,3.26,8.58,9.71,6.04,8.67,4.1,2.9,0.00022134
E460,7.44,7.53,7.93,1.16,2.42,0.86,9.12,3.01,6.73,0.00024105
E461,9.78,8.25,0.56,0.4,4.76,8.93,6.38,9.15,8.51,9.674e-05
E462,9.22,1.04,8.03,0.29,9.98,8.63,9.58,7.37,3.54,2.983e-05
E463,1.95,3.03,4.73,4.54,0.75,0.92,1.97,7.58,2.7,0.00029437
E464,8.06,5.8,1.49,2.92,9.41,6.59,4.64,7.71,1.08,0.00022817
E465,1.82,2.64,2.45,1.21,7.36,9.49,4.31,1.45,3.95,9.405e-05
E466,0.95,2.17,5.3,8.85,1.42,0.23,0.27,8.58,3.46,4.381e-05
E467,7.76,3.63,3.57,0.99,4.67,8.3,9.95,1.62,4.23,8.778e-05
E468,6.26,7.44,3.34,1.58,1.83,0.07,2.2,8.24,7.84,0.00030087
E469,0.23,0.35,9.44,1.04,8.46,1.55,3.33,0.95,4.44,0.00016086
E470,8.63,7.07,5.53,5.06,6.01,5.32,1.88,8.17,1.76,0.00016359
E471,5.31,6.32,6.6,6.09,3.98,4.1,4.08,9.22,6.3,3.327e-05
E472,4.92,0.1,9.49,3.74,7.85,5.02,7.66,2.29,6.39,0.00021537
E473,3.68,3.31,5.85,1.99,9.53,6.84,7.73,8.72,2.98,0.00021534
E474,8.57,9.86,3.56,3.48,8.24,4.4,2.24,5.09,1.02,0.00015382
E475,8.99,3.79,0.34,4.51,0.64,6.01,4.27,8.12,6.52,7.677e-05
E476,2.38,8.0,2.72,3.63,9.0,4.72,9.9,9.26,1.95,0.00012831
E477,0.1,0.21,5.04,1.31,6.32,5.69,1.43,5.61,2.9,1.52e-06
E478,0.95,3.35,5.06,9.43,1.59,4.53,4.81,0.51,2.06,0.00015924
E479,2.5,3.04,2.95,7.39,0.31,5.06,6.62,6.28,1.51,0.00034119
E480,9.58,2.33,6.12,9.58,6.42,9.17,4.88,0.65,9.32,0.00013024
E481,9.96,0.82,3.52,2.28,9.46,8.13,3.91,9.98,7.42,0.00015056
E482,9.34,7.87,2.84,4.62,0.56,3.84,7.4,3.35,5.98,5.01e-05
E483,0.42,0.48,2.01,0.61,9.81,1.44,6.67,5.14,7.22,1.121e-05
E484,7.2,0.56,3.5,2.79,4.42,9.96,3.79,5.99,2.6,6.183e-05
E485,3.44,6.26,1.63,5.18,3.4,8.43,2.23,4.91,0.82,0.00025964
E486,4.54,3.77,9.21,9.26,9.26,1.94,2.23,6.12,3.45,0.0002099
E487,6.96,7.34,3.96,5.49,0.79,1.14,3.84,8.56,0.12,0.00025158
E488,6.19,5.92,5.17,4.01,9.0,8.65,2.45,9.16,8.61,0.00027922
E489,2.75,5.92,4.16,2.08,5.47,7.88,2.53,9.36,4.93,0.00018109
E490,3.9,6.11,6.59,0.07,6.85,3.36,7.26,9.06,1.72,0.00030342
E491,3.44,2.48,3.02,8.66,0.69,8.07,7.6,6.78,4.46,0.00028319
E492,1.87,5.79,6.86,1.92,7.3,7.61,6.03,0.45,9.79,0.00024775
E493,6.3,4.16,0.55,8.19,3.81,9.98,5.5,8.72,7.34,0.00026341
E494,5.06,2.04,3.98,2.97,8.13,9.96,7.47,6.5,9.1,9.352e-05
E495,5.61,5.79,4.56,9.07,7.13,1.26,2.72,5.1,6.68,0.0003786
E496,7.81,4.17,4.75,3.94,8.95,0.55,2.02,4.03,6.34,0.00027348
E497,1.3,7.22,9.01,9.52,1.07,3.43,5.15,2.34,9.54,0.0002108
E498,3.03,6.1,6.32,0.83,6.74,4.04,3.76,3.09,6.75,0.00015696
E499,8.07,5.41,7.01,4.45,2.94,1.77,7.91,6.45,6.61,6.403e-05
E500,2.86,7.07,8.08,6.13,3.18,2.11,1.71,4.5,2.77,0.00011202
E501,0.36,3.42,7.76,0.18,0.75,1.28,2.9,0.68,3.49,4.805e-05
E502,9.15,6.66,6.11,9.34,2.37,3.86,1.62,5.95,9.89,0.00018512
E503,7.31,5.26,1.59,3.3,7.94,7.38,3.95,5.36,3.71,0.00024671
E504,7.44,9.83,7.29,0.45,4.46,4.06,0.77,5.55,6.38,0.00024857
E505,1.89,7.85,7.47,7.03,8.55,0.51,9.72,8.3,2.51,0.00035338
E506,0.55,7.79,8.78,6.6,1.49,4.58,9.55,0.13,4.42,0.00033547
E507,4.31,7.11,6.31,6.0,5.65,4.05,1.95,6.89,7.61,7.024e-05
E508,8.97,9.3,3.49,6.13,1.57,6.31,5.51,3.65,8.9,0.00036389
E509,8.71,7.87,6.19,7.12,3.41,3.23,9.18,4.29,7.41,0.00018943
E510,6.94,3.55,1.12,8.27,9.63,7.47,2.6,6.82,4.05,0.00020626
E511,3.51,8.56,7.97,5.3,5.65,3.83,8.31,8.2,5.46,0.00012636
E512,3.68,4.57,0.1,5.92,2.43,5.81,6.86,8.34,1.83,2.234e-05
E513,9.9,5.24,3.77,5.9,1.98,9.54,1.79,0.28,1.97,7.182e-05
E514,2.06,7.54,4.26,8.93,9.17,1.91,6.06,5.13,7.66,0.00025887
E515,2.81,9.3,5.58,2.08,5.87,1.56,2.4,2.58,8.32,0.00020996
E516,1.31,1.18,6.1,9.12,4.63,0.73,8.02,4.89,3.88,0.00034625
E517,8.9,6.03,9.98,7.65,4.93,9.61,5.46,1.03,5.02,0.00029958
E518,4.18,3.09,9.73,7.36,1.34,8.51,0.9,8.8,9.23,7.971e-05
E519,9.07,6.4,5.17,3.54,7.44,4.44,6.87,7.73,3.56,0.00038056
E520,7.0,2.82,10.0,0.46,9.93,7.4,5.89,2.86,7.48,2.005e-05
E521,1.88,1.21,2.23,7.63,5.69,5.74,1.15,5.64,9.96,0.00032745
E522,5.57,3.95,8.88,9.73,4.62,3.14,1.27,4.11,4.81,2.77e-06
E523,7.25,6.42,5.47,7.23,8.84,1.49,2.54,7.8,1.88,4.94e-05
E524,1.4,1.99,4.17,1.07,7.64,5.17,8.52,2.88,6.4,0.00020205
E525,3.51,6.76,6.52,2.24,6.04,6.48,4.94,5.18,6.26,0.00031011
E526,0.72,5.28,4.79,8.81,2.04,3.55,3.64,7.23,0.64,5.938e-05
E527,2.74,5.42,1.13,7.99,3.77,9.98,2.05,3.91,2.14,4.361e-05
E528,6.98,5.98,0.41,7.25,1.1,5.45,7.98,0.77,0.11,0.00010304
E529,0.32,2.82,0.22,3.67,0.81,0.75,7.03,1.05,3.91,0.00035822
E530,5.99,4.96,9.98,3.81,5.19,3.88,1.83,2.52,6.29,0.0001394
E531,3.58,2.09,3.86,2.73,7.46,9.34,0.91,8.64,9.33,0.0003897
E532,1.84,2.47,4.49,9.18,8.91,9.79,2.23,7.11,3.57,8.746e-05
E533,5.75,8.89,0.14,5.59,9.79,3.16,6.98,5.61,2.09,9.268e-05
E534,9.15,1.05,5.7,8.06,3.09,8.11,4.52,5.2,9.54,0.00030381
E535,8.67,8.15,4.79,0.21,7.09,1.71,6.71,7.71,4.93,0.00027521
E536,1.97,2.53,0.63,0.46,7.69,9.95,0.59,2.21,2.95,0.00037601
E537,2.57,0.68,0.36,8.96,2.48,7.75,0.67,7.37,1.08,1.47e-06
E538,9.56,9.34,1.16,0.45,3.74,0.68,7.19,9.75,8.65,9.299e-05
E539,2.99,4.92,9.83,2.51,8.94,1.86,2.78,0.73,2.65,0.00036951
E540,5.12,1.31,4.65,5.37,8.1,8.18,7.42,8.76,5.29,0.00014751
E541,9.28,3.26,3.98,5.49,4.79,6.96,5.71,1.05,0.63,0.00036702
E542,1.46,3.08,8.19,7.57,1.67,3.41,1.85,2.36,5.69,0.00016505
E543,4.13,4.68,6.28,3.26,2.75,2.11,3.48,3.29,8.3,0.00021291
E544,5.02,3.66,0.98,5.29,4.86,0.22,6.7,2.81,9.82,0.00034431
E545,5.45,1.61,3.98,0.28,0.46,0.53,8.48,3.44,6.9,0.00026748
E546,7.44,5.17,1.15,1.79,9.41,6.32,1.31,3.68,0.42,0.00017314
E547,3.78,3.33,7.16,9.73,9.84,2.64,7.55,4.92,5.45,0.00030449
E548,3.85,5.17,6.43,0.35,6.2,9.1,6.5,4.43,0.44,0.00026918
E549,8.51,0.04,0.94,5.4,2.82,2.82,8.47,0.16,7.59,6.319e-05
E550,0.63,7.21,5.73,2.34,6.3,3.84,6.04,9.86,7.58,8.291e-05
E551,0.77,7.3,4.21,5.03,6.68,0.84,4.98,8.92,6.24,0.00010582
E552,4.96,6.42,1.4,4.31,9.35,5.04,8.0,7.06,6.09,6.951e-05
E553,4.55,5.98,0.85,8.95,0.34,3.45,1.2,3.14,1.0,2.53e-05
E554,5.63,3.69,2.81,2.6,3.91,1.07,8.88,3.66,3.44,7.853e-05
E555,0.85,4.19,7.64,0.01,0.14,8.34,6.66,6.22,3.96,0.00027354
E556,8.23,6.6,8.34,8.31,9.71,2.1,6.62,8.83,2.29,6.61e-06
E557,1.66,4.85,8.04,1.47,6.87,7.98,3.73,3.25,9.33,0.00022655
E558,9.94,2.24,0.74,8.43,8.18,9.51,1.07,9.03,3.7,0.00027607
E559,8.25,7.73,5.48,6.88,3.21,4.99,4.6,7.24,3.02,0.00021977
E560,9.91,8.01,4.66,7.72,2.9,5.94,3.69,0.4,1.28,0.00029485
E561,0.72,9.05,7.09,0.35,6.09,6.76,6.33,6.52,8.24,0.00017653
E562,5.51,1.33,1.19,1.05,0.54,3.82,3.01,3.77,8.05,0.00034137
E563,7.59,1.64,7.18,5.05,1.86,1.04,5.04,4.71,1.2,0.00036139
E564,1.18,1.2,1.75,9.34,8.66,8.74,8.01,5.83,9.31,0.00027245
E565,0.91,4.95,8.22,2.75,2.63,3.66,6.08,0.63,6.02,0.0002765
E566,6.91,0.22,1.53,2.46,8.03,0.92,8.67,2.78,5.58,0.0003246
E567,8.62,3.89,3.97,5.82,9.37,9.32,2.41,9.24,8.02,0.00037352
E568,5.94,7.6,4.9,4.82,2.56,4.41,5.25,9.57,6.01,0.00014092
E569,9.55,4.86,2.68,0.88,0.93,3.49,4.16,0.37,6.02,0.00024068
E570,0.24,2.79,3.19,0.91,2.49,7.35,6.02,2.01,9.93,9.276e-05
E571,9.18,2.85,1.8,0.62,8.6,8.07,0.57,2.04,0.86,0.00025731
E572,5.57,2.92,1.22,7.27,9.08,0.03,9.92,0.28,0.44,0.0001463
E573,7.37,9.18,8.55,9.45,4.28,9.18,2.51,8.84,2.91,1.374e-05
E574,5.25,2.64,1.66,0.36,2.26,9.76,6.66,4.83,4.25,0.00025008
E575,4.84,1.13,8.23,8.38,0.51,2.51,8.72,9.32,0.85,0.00012916
E576,9.92,6.71,0.86,5.58,2.39,6.45,4.79,9.37,6.07,0.00028776
E577,2.32,0.4,1.32,2.16,6.18,9.71,1.76,1.61,0.57,3.157e-05
E578,7.79,4.26,7.52,1.16,3.14,6.99,1.27,4.66,0.5,0.00037402
E579,6.47,1.86,5.12,0.31,8.95,0.4,1.86,4.27,1.78,0.0002961
E580,3.51,7.88,4.6,7.56,0.7,8.49,1.29,8.66,4.71,0.0001936
E581,6.99,8.77,7.16,5.97,2.99,4.2,4.95,2.53,7.48,0.00019271
E582,9.81,6.58,5.53,9.63,1.22,3.02,5.81,8.63,9.79,0.00038267
E583,1.93,1.59,9.74,1.87,7.95,6.09,4.33,1.76,9.28,0.00036098
E584,2.01,4.65,7.05,3.94,3.74,6.73,4.22,9.58,8.15,0.00024558
E585,4.36,3.9,5.28,0.29,3.93,2.11,3.69,9.86,8.67,0.00030023
E586,2.63,5.35,0.24,4.54,9.38,1.27,8.64,0.77,6.05,2.948e-05
E587,3.76,2.79,7.95,7.89,7.76,9.28,4.56,6.02,3.92,0.00036983
E588,3.86,9.11,2.74,0.12,0.92,1.47,7.44,1.78,6.67,0.00010341
E589,0.61,2.86,6.25,4.33,1.49,9.25,2.89,4.78,9.03,0.00012037
E590,6.01,9.65,0.58,5.96,1.48,5.01,8.74,2.13,1.86,0.0001908
E591,3.13,8.26,7.16,5.4,0.94,6.65,3.81,6.92,6.11,0.00020627
E592,2.17,9.28,3.37,7.11,9.59,0.65,6.96,7.8,9.14,6.76e-05
E593,8.32,6.72,7.93,5.21,4.39,8.2,0.82,9.57,3.39,0.00035132
E594,0.69,4.2,3.41,5.74,0.32,9.43,6.36,1.3,6.06,0.0001481
E595,2.49,0.06,8.82,2.75,1.16,6.31,9.7,2.26,1.32,0.00036294
E596,6.54,3.83,9.69,3.51,2.91,2.74,4.3,5.25,6.8,0.00023603
E597,4.33,7.33,1.52,9.32,3.31,2.31,5.36,4.59,7.92,0.00029035
E598,9.49,2.22,0.0,1.31,4.05,1.4,0.86,5.18,6.82,0.00021634
E599,3.64,0.17,4.32,3.77,5.69,7.36,0.67,4.47,2.57,4.972e-05
E600,6.52,3.12,2.38,7.86,0.03,4.17,9.65,2.58,4.62,0.00016821
E601,1.2,4.74,5.88,3.83,2.41,3.12,0.27,8.46,3.19,0.00032059
E602,2.68,8.44,6.64,2.03,7.8,9.37,5.0,9.08,8.89,0.00033052
E603,5.92,7.79,4.84,9.41,4.99,9.7,3.35,4.87,6.98,0.00034443
E604,8.17,8.86,0.8,9.43,1.02,4.88,3.45,8.49,0.33,9.872e-05
E605,5.8,0.42,0.51,3.65,6.03,1.81,6.83,3.6,3.31,0.00017466
E606,7.45,5.11,4.68,9.35,2.91,8.87,0.19,6.33,4.97,2.01e-06
E607,8.21,3.11,1.95,7.59,7.66,9.83,0.35,6.13,8.36,0.00037252
E608,1.72,4.68,8.76,9.46,9.43,0.22,3.81,3.26,0.44,0.00018758
E609,0.99,5.97,6.92,3.44,1.67,9.2,7.8,3.66,1.32,0.000138
E610,0.72,8.9,6.12,4.9,6.91,1.44,9.77,7.97,0.68,4.409e-05
E611,4.15,6.77,8.82,3.65,6.89,3.92,1.85,8.5,6.76,0.00024502
E612,9.39,9.79,8.22,2.2,7.78,6.02,1.34,6.09,1.5,0.00038982
E613,8.66,4.61,5.57,8.72,4.13,4.99,6.17,1.01,0.92,0.00035349
E614,9.07,0.38,1.43,4.27,7.18,0.41,4.03,7.45,3.38,0.00019819
E615,0.4,1.78,6.14,9.47,4.48,3.01,7.81,6.35,5.59,0.00021796
